"final_rate","final_name","final_date","final_reviews","final_portion","final_decision"
4,"Breana","February 24, 2017","We have four 2nd generation dots, one 1st generation dot, and 1 Amazon echo.  So it's safe to say, we're an Alexa household. :) I love the dots, here are some of the ways we use them most frequently.In the bedroom, living room, and office we use them to turn on and off the lights. We live in an older house, where not many rooms have overhead lighting... so this was huge.  I know it's so lazy, but it's soooo nice being able to get under the sheets and then just say ""Alexa, Bedroom Lights Off"".  And in the morning it helps us wake up, turning the lights on from bed, then actually getting out of bed :).As a white noise machine.  Every night we ask Alexa to play white noise (we found a sound we like the most).  But we also use her for classical and spa music whenever we're working at home.To check the weather.To check my commute.To check scores of games.To create a shopping list.To set timers/alarms.To tell us a joke.Occasionally to have someone to yell at.  When you each have an hour plus commute and stressful jobs, sometimes it's nice to be able to snap at someone but not feel guilty about it.To listen to music. While cooking, showering, or really anything. Research has proven households who listen to music are happier.  And we actually listen to music with Alexa because it's so easy.With all that being said, I love my Alexa devices... but there are still a few things I don't like.The white dots don't have a white cord or top (or bottom for that matter).  So if you're looking for the white to blend in with your white furniture... it won't work all that well. (See picture)The dots/Amazon Alexa are NOT connected.  I guess this is great that we can play different music in different rooms... but when the kitchen timer is going off and I'm sitting in the living room--it's annoying hearing ""no timer is set"" when you're trying to turn it off.Sometimes the bedroom Alexa picks us up when we're in the kitchen.  Which drives us bonkers when it picked us up setting a timer (see above.)Alexa still has a lot of learning to do.  She still doesn't understand many of our questions (things that should be able to be answered by Wikipedia, etc.)",0.631578947368421,"positive"
3,"A. Kim","December 15, 2016","I've owned the full-sized Amazon Echo for about a year, and have been generally happy with the device, so decided I would give the new Echo Dot (2nd Generation) a try in my office.  Although I knew not to expect great sound quality from the small built-in speaker in the Echo Dot, I still found the sound quality and levels disappointing.  No problem though, I thought, as I have a Bose Soundlink Mini bluetooth speaker (the first generation Soundlink, as opposed to the Sounlink II) available to use with the Echo Dot.  I had no problems pairing the Soundlink with the Echo Dot, and was able to enjoy good sound quality from the Soundlink when paired with the Echo Dot for playing various Amazon Prime music stations.  However, I have since discovered a design flaw/oversight that dramatically decreases the usefulness of the Echo Dot for my arrangement.  If I ask Alexa to stop playing music (in order to take a call, for example), the bluetooth connection with the Soundlink will eventually time out because the Soundlink will power off if nothing is playing after a period of time (maybe 15-20 minutes).  When this happens, the Echo Dot automatically resumes playing music through its built-in speaker, even though my last command to the Echo Dot was to stop playing music about 15-20 minutes earlier.  This obviously is bothersome (and embarrassing) when I'm in the middle of a work call, and all of a sudden the Echo Dot starts playing music right next to me.  This also happens whenever I manually power off the Soundlink speaker while it's connected via bluetooth to the Echo Dot.  I can't understand why the Echo Dot would be programmed to restart playing music whenever an external bluetooth speaker connection is terminated, even though nothing is playing when the disconnection occurs.  Perhaps my Echo Dot is defective, but I suspect this is just a bad design flaw/oversight.  I've since decided to return the Echo Dot, and just purchase another full size Amazon Echo for use in my office, and skip the whole bluetooth speaker connection problem.",0.4375,"negative"
5,"S. Emery","December 16, 2016","How I have lived my life without this thing.So easy to set up. I did have a bit of a glitch as I have an Amazon UK and Amazon US account. I buy all myKindle books on my UK account and the DOT defaulted to my UK account. Once I realised that switching my Amazon ""devices"" to my US address would solve the issue I was up and running. Took seconds to pair to my Bose speakers.So far (and I've only had it one day) I've found some great playlists and got the nap of my life to a ""sleep music"" playlist, set alarms and reminders and listened to my favourite radio station from back home in London.It's sensational value for money. I'll be buying another for our living room. Every home needs at least one of these.Well played Amazon. Well played.",0.666666666666667,"positive"
4,"Jeff","January 9, 2017","LOOOOOOOVE my Dots! I'm really getting used to talking to Alexa, getting helpful information, turning off and on music, lights, etc.I have two desires in order to get to 5 stars:1) Alexa confuses profiles if two Amazon Household members each have separate Amazon Prime accounts. My wife and I have separate Amazon accounts. However, when registered in Alexa as a household, she can't tell one calendar from another. This makes no sense to me, since each registered email address has its own GMail calendar, but according to Amazon Support, Alexa can't distinguish them if we have separate Amazon accounts. The result is she can only read from one calendar, regardless of which profile she's set to. It's a minor annoyance, but makes the calendar connection useless unless we close one of our Amazon accounts.2) Alexa has a bit of trouble distinguishing Smart Home routines. For example, if you have 2 Smart Home routines called ""Enter Bedroom"" and ""Leave Bedroom"", she always has to ask which one you really want, even though ""Enter"" and ""Leave"" sound nothing alike. If you remove the word ""Bedroom"" from both routines, then she's fine, which would be an option if I only had one room in my house!",0.555555555555556,"positive"
5,"Corey Peek","November 6, 2016","Amazon's Alexa platform interested me when the Amazon Echo was first announced. The only thing that didn't interest me was the price, $180 for a large microphone array and a speaker. Sure, the Amazon integration and the music playback sounded interesting, but no where near $180 interesting.Then the Echo Dot was announced. This was an interesting offer. A smaller version of the Echo with a smaller speaker to accompany it. The only issue was the price. $80 was much, much better than the $180 for the original Echo, and the Alexa platform was coming along nicely to an outsider, with more applications being supported with it. But $80 was too much for the first generation dot.And finally the Echo Dot generation 2 was announced. At the $50 price point I was enamored with it. Cheap, without compromising the impressive microphone array and Alexa voice recognition. This would be the perfect device for home automation and music playback. And the Dot excels at those. The cheaper Echo exclusive Amazon Music service was a great offering and it makes the Dot such a better device. The home automation integration is extremely pleasing to use. Alexa's voice recognition is far, far superior to other voice assistants such as Siri and Google Now. Alarms are easy to set and go off when they should.I look forward to next generation Echo devices and services and feature to come to the Alexa platform",0.823529411764706,"positive"
5,"Parker Brissette","December 29, 2016","My wife and I were in a shouting match this morning with Alexa. ""Alexa, Turn the bedroom lights on"" my wife shouted. ""Noooo,"" I cried out. Although, similar to Alex Trebek, Alexa only accepts your command if it is preceded with her name. To my dismay the lights came on in a blinding fury that severely disturbed my sleep. The moment my wife left the room I spoke softly, ""Alexa, turn off the bedroom lights."" At last, the soothing sight of my eyelids was undisturbed by the ominous glow of an earlier riser. But the story does not end there.Not but two minutes later I was reminded of Springsteen, blinded by the light in it's most literal form. My wife bested me by telling Alexa again to turn on the lights. How could I be so foolish, I forgot our Echo stood proud in our kitchen. But two can play at this game, ""Alexa, turn off the kitchen lights."" And in an instant my wife was left in the dark. While short lived, it felt like victory. Ultimately my wife's plan worked. I was up.""Alexa, give me my flash briefing."" I listened in as my lovely wife brought me breakfast in bed. ""She's too good to you,"" I thought but I know what will make her smile, ""Alexa, tell 1800Flowers to send my wife flowers."" Boom, best husband ever.""Alexa, what does my commute look like."" Oh no, I'm running late. I grabbed my winter coat as I walked out the door, remembering my flash briefing told me it was a rather frigid day and that it would stay that way. ""Alexa, set the temperature to 70 degrees.""""Did I turn out the lights?"" I asked myself, knowing that I truly did not know the answer. Without wasting time having an internal argument with myself, I simply said ""Alexa, turn off all the lights."" The second Dot in our garage responded with a simple, ""Ok.""As I pulled into the garage, the sun already set, I was beat from a long day. The house was dark and my hands full, ""Alexa, turn on the dining room lights."" My path was lit as I made a beeline for my favorite chair. ""Alexa, who's winning the Texas Bowl."" Any time I hear Wildcats, all I can think of is High School Musical. I tuned in and enjoyed my night. As I crawled into bed I belted out, ""Alexa, wake me up in 8 hours."" As I dreamed of Alec Baldwin telling me about early birds.",0.583333333333333,"positive"
5,"Choose901","February 7, 2017","I love my Dot.  My brother got an Echo at Christmas and it seemed neat.  After much reading I decided to jump on this in an attempt to ""smarten"" up my home a bit.  It is great so far!I'm using a Broadcom RM2 (IR and RF device) to control my lights (Etekcity RF Outlets) and many other IR items (TV, Xfinity, Receiver, Bluetooth Speaker, etc).  The Dot picks up voice commands very well and functions correctly the majority of the time.  I would suggest doing a few voice trainings with Alexa as it does seem to make a big difference.Though it took some time to setup, now setting up new items is a breeze!  Really good job with the Dot.  It is so small too :)",0.888888888888889,"positive"
5,"Billy B","October 25, 2016","I was a very early adopter of the original Echo and wrote Amazon how they needed an Echo device that allowed Bluetooth OUT or wired audio OUT.  Yet I sat on this little gem without ordering one for a long time.  Finally pulled the trigger and am very glad I did.  Great device to hook up to your home audio system or Bluetooth speakers.  I have mine on a Bose Wave Radio in the Bedroom.  It's an amazing device that is my alarm clock, music and news source, and music entertainment.  It's simply amazing.",0.833333333333333,"positive"
5,"Andrew","March 20, 2017","This device is perfect for my office !Our family has a full Amazon Echo at home (which we love) and I wanted something smaller and cheaper as a ""companion"" to my home Echo.The speakers volume has been perfect for my office size....and helps me with my typical office duties: scheduling, purchasing supplies on amazon and even listening to music playlists.I love coming in to work in the morning and asking ""Alexa, what's on my schedule for today?"" or ""Alexa, play a classical music playlist for focusing"" or ""Alexa, add an appointment to my calendar""!I'm excited for the upcoming addition to sync my iphone and make calls to contacts......the opportunities are almost endless!",1,"positive"
5,"John A. Panasik III","December 27, 2016","Since I love cool electronic gadgets the Echo Dot caught my eye. I was tempted to purchase one but was reluctant to do so in fear of my wife nagging at me about spending money on such silly things. So, I held off. But low and behold my son gave me one for Christmas. Happy Happy Joy Joy!!! This little device is cool! Getting started was quick and easy. The hardest task is setting up with your Wi-Fi network which is pretty easy if you're familiar with all of that. Once you're locked in you're ready to go. The free Alexa app will walk you through the setup process.Anyway, you can link up with many if not all smart devices via Blu-tooth in your home such as wireless speakers, thermostats, lighting etc. Heck, I can see my wife loving this thing. Now that I've been able to demo the Dot without dishing out the cash, I will be purchasing a few more to place around the house. It's just that cool! I may try the Amazon Echo or the tap as well.So, if you're into cool little electronic devices as am I, this is a cool and useful gadget that the whole family can enjoy.A great little reminder that we are indeed living in the 21st century, The Dot incorporates some great 21st Century technology.",0.8,"positive"
5,"Austin","October 31, 2016","Alexa is able to make your home a little bit like the Startrek Enterprise. Nothing beats coming home from a long day and not having to lift a finger thanks to this device. Simply come home, sit on the couch, and watch Alexa do all the work along your other smart home devices. Alexa is able to turn on my house lights thanks to smart switches. Alexa can turn on my TV and Cable box, thanks to Smart Plugs. Want to know what your commute is looking like to work or the weather outside? No worries Alexa has you covered. There's very little this smart echo dot can't do and it's growing it's skills every single day. I would highly recommend this to people, as I have made this the center of my smart home project.",0.909090909090909,"positive"
5,"Tim M.","March 10, 2017","I purchased this product for a 101 year old man. His vision is poor and his fingers don't work well. I received it last night and today presented it to him today. He can now ask what time it is, listen to music added to my music library on Amazon, and ask what the weather is doing outside. He also can listen to his beloved Cincinnati Reds and Bengals through Iheartradio (700WLW). He is getting news from NPR. He's listening to Artie Shaw, Benny Goodman. Glenn Miller through Pandora radio. He also is requesting individual songs for fun.  I am as blown away by this product as he is. My exposure has been minimal. He questioned if all that sound was coming out of ""that hockey puck"". Yes it is. He now has a little more control of his environment and does not have to wait of the hourly Westminster Chime, on his clock that he cannot see.  Well done.",0.833333333333333,"positive"
2,"RoninSATX","April 1, 2017","It's fun to have but I keep having to tell it to ""STOP!""  Sometimes 3 or 4 times.  I opened a trouble ticket for that and the answer was to unplug it.  It worked for a few days and right back to having to yell at it over and over again to get it to stop.  Other than this it's informative, even fun.  I am disabled so it helps me not to have to take steps to get to a computer.....but having to reboot it all the time to get it to listen is a pain!",0.571428571428571,"positive"
4,"rcox","October 24, 2016","I received my Dot right on time and got it working fairly easy..  It's great at some things (mainly related to Amazon) and not so good at others (general questions).  It is very fast at response but does not give good answer to some fairly easy questions.  Some examples:  Ask Alexa ""What is the score for the Alabama football game?"" and it promptly response the ""Alabama vs Texas A&M game is currently..... ""  all correct..  but ask  ""What is the score of the Texas A&M Football game"" and you get ""I do not know or understand that question"" (I'm an Aggie so of course I am not happy with this)!!  I have tried over and over to get Alexa to understand Texas A&M but she just can't  Either cannot understand Texas A&M or does not understand the question.  I ask ""How long have Humans been on Earth"" I get ""Sorry, I couldn't find the answer to your question.""  but ask the exact same question to the Google voice search on my Android phone and I get a very good answer...Also It has problems understand some words.  I cannot get my Dot to understand ""May"", It thinks I said ""Me""  So I had to change the name of my daughters Amazon Music playlist from May (her name) to Me just so it would play.  Also has problems with ""Texas"" (the great state!!)..  Must be very clear as it will think you say ""Taxes"" or ""Tex's"".  One observation is that the Alexa system is not very good at Artificial Intelligents.. It cannot figure out what you are trying to say based on the whole phrase.It is good at Playing Amazon Music and the Alexa App pre set-up items, like your ""Flash News"", or  ""Sports Update"" for items you have already entered into the Alexa App, but not so good at Add Hock Request.  It was good and easy to setting up my Honeywell Thermostat to control the temperature settings by voice.  But, I am frustrated it cannot access my calendar on my Exchange Server and wants me to use Google Calendar, that I do not use.Overall for $50 it is a good and well designed package product but could be so much better with better word understanding, request execution, and some artificial Intelligents..  Not quire 5 star..  not yet..  Amazon better look out, Google is coming soon!!",0.866666666666667,"positive"
3,"Lisa Fite","March 12, 2017","*Alexa, play Jeopardy*  You know how you thought Siri was going to really revolutionize how you use your phone?  Then after a little while of asking her silly questions she just kind of became useless.  Well, Alexa (Dot) is like that.  After the fun of opening the box and setting *her* up, she just sort of becomes another thing on the counter or shelf.  Don't get me wrong, I like her, but she's just not that useful. I ask her about the weather and I enjoy playing Jeopardy every (week) day or having her play a song or two during dinner.  More often than not, I get frustrated because she can't do what I ask or I just plain forget she's there.",0.538461538461538,"positive"
3,"Robert Giuffrida","March 8, 2017","Initially, I thought this might connect to my Alexa tower to expand the voice listening and music output capabilities.  While it's great for listening, the two DO NOT sync and play the same music at the same time, so this will not expand your music output.  Additionally, the speaker on this sounds like a phone speaker.  That's it.  Compared to the original, which has rich sound for its size, this sounds really cheap.I was considering returning this but I may find use for it in another room, possibly connected to a stereo system for better sound output.  All in all, if you're looking for good sound, don't waste your money with this.  You'll end up spending just as much on this and a really good bluetooth speaker system as you would on the original Alexa tower.  A bit disappointing but maybe Amazon will eventually allow dots to sync together in this manner.",0.75,"positive"
1,"Macy","March 11, 2017","I loved this in theory . When it worked it was fun . I even played the first chapter of runescape . The calendar set up nicely as well as other skills . The problem is it only worked sometimes . I found myself talking to this dot , the ring would swirl and then nothing . I finally had to admit this was too annoying to keep . Sadly I am returning it 🙁",0.666666666666667,"positive"
5,"Dylan westphall","March 13, 2017","This is pretty neat. Not just some ""oh hey this is kinda cool, uh no."" This thing goes above and beyond of what it is capable of. I am in the middle of transitioning my 100 year old home into a smart home, changing out all the outlets, lights, and door locks. All with the capability of being controlled over Wi-Fi with this little mechanism. I'm looking at upgrading to the Echo bad boy, but for the time being this thing is sweet and has so much potential for what I'm going to do. Will come in very handy around the house, being able to control my Thermostat or my lighting when I'm in a completely different room. Maybe having multiple of these around the house and centrally locate the Echo bad boy would help out. Need to look at getting a few Hubs set up so I can control Plex. I have nothing negative to say about this, all I can say is thanks AMAZON!",0.727272727272727,"positive"
3,"Kathleen","January 11, 2017","I can see the potential, but even using IFTTT, Alexa doesn't do as much as I'd want.  I'd say that MOST of the questions I ask that aren't a turned on skill return no results.  I'm hoping as more companies add compatibility, this review might go up.  Also, Alexa kept going off while I was watching a TV show with a character named Alexei and routinely activates when the Echo commercials come on.  Last night, Alexa kept triggering like someone was talking to her, even though I was alone washing dishes at the time.  Sound quality on its own was better than I expected, and i enjoy my flash briefing before rolling out of bed in the morning.",1,"positive"
5,"Guerrilla Reader","December 27, 2016","Review of: ""All-New Echo Dot (2nd Generation) - Black,"" by Amazon.The manufacturer specifications include: ""Echo Dot (2nd Generation) is a hands-free, voice-controlled device that uses Alexa to play music, control smart home devices, provide information, read the news, set alarms, and more.  Connects to speakers or headphones through Bluetooth or 3.5 mm stereo cable to play music from Amazon Music, Spotify, Pandora, iHeartRadio, and TuneIn.  Controls lights, fans, switches, thermostats, garage doors, sprinklers, and more with compatible connected devices from WeMo, Philips Hue, Samsung SmartThings, Nest, ecobee, and others.  Hears you from across the room with 7 far-field microphones for hands-free control, even in noisy environments or while playing music.  Includes a built-in speaker so it can work on its own as a smart alarm clock in the bedroom, an assistant in the kitchen, or anywhere you might want a voice-controlled computer.  Always getting smarter and adding new features, plus thousands of skills like Uber, Domino's, and more.  Amazon Echo is not required to use Echo Dot.""The Echo Dot is a really cool limited personal assistant.  It sets up in minutes and begins to work immediately thereafter.  Upon summoning Alexa I was able to subscribe to Prime Music with access to millions of songs; get immediate current weather and moon phase; create a running shopping list; and re-order products from my Amazon order list. Although I am not familiar with all of the features that the Echo Dot allows, one feature that really impresses me is the interactive process with Alexa and the (her) smooth voice.  I just asked Alexa to sync up with my Kindle and she began to read the last book I purchased.  Her voice is incredibly human-like with proper rate of speech, phrasing, inflection, intensity, syntax, and voice stress.  There is little tinny robotic sound, if any.  What an incredible advancement over previous technology used in the Kindle!  I enjoy asking Alexa any multitude of questions which usually she will answer.  Alexa answers my questions on history, facts, etc. and of course will tell a joke on demand.  This is a cool and fun device which I described to my family as a limited personal assistant.  I will update this review as time progresses.  The Echo Dot in terms of a speaker will easily fill an average room with clear sound.  Obviously there is no thumping bass, etc. but the sound is pretty remarkable from such a small device.  I just downloaded the Alexa App onto my iPhone to help me work the unit as well.  Another feature is that Alexa responds immediately.  When I command Alexa to stop the music the unit goes silent as I am finishing the command.  It is amazing.  At this point I would recommend the Echo Dot to anyone and rate it at five stars for a competitive price and lots of features.  I am sure that more will be added each year.  Well done!",0.818181818181818,"positive"
4,"Clark Hinckley","March 3, 2017","As advertised. Small and unobtrusive, works well, connects easily and seamlessly to bluetooth speakers. In reality, there are still only a relatively limited number of truly useful things you do with Alexa unless you are creating an extensive automated home - multiple lights, various living conditions, locks, AV, etc., all with a large price and complex set up. Does not have as many answers to random (but interesting) questions as Siri (which can also answer visually on your phone or iPad screen). But this is a good start, fun to use, and has generally set the standard for simplicity and seamless operation.",0.777777777777778,"positive"
5,"K. Biegler","November 28, 2016","Well what can you say? Ok, One day I told Alexa that, 'I loved her' ... she answered back ... 'That's nice, Thank You' ... so I guess we're going to only be 'just friends' :-DIt's a pretty nice small device, if you are looking for audiophile fantastic ... no ... but for the nightstand and controlling Nest and hopefully lights as well as streaming music it's a pretty nice addition to the home. Looking forward to the new battery pack when it arrives and hopefully they are on schedule with teaching her to control my Sonos for now though streaming radio stations from around the country via the web or Pandora we are loving it ... getting weather, news briefs and setting alarms with simple voice commands is pretty nice. Alexa? even if you only want to be just friends, I still love you!",1,"positive"
5,"Matt St. Germain","April 9, 2017","I heard about Alexa before Christmas and thought it was too much money until I found out from my mom who also just the the dot.  It it amazing. Only $50!!!  I use it everyday, all day, I have it connected to my lights, tv, and just looking for more things.  I live in a condo so there's only so much you can do lol. I ask Alexa questions and she's great at giving me the answers.  I would recommend this to anyone.  The ""skills"" you can get are endless. Just look on the Alexa app or amazon.  I haven't found a question she can't answer.  This would be great for elderly people or disabled people who have trouble walking.  I have mine set up so all I say is ""Alexa, turn off the lights.""  And she does it.  You can set it up easily. I've found using the to link items work best. I have the plug ins in my place",0.75,"positive"
5,"Myra Louise Vermillion","January 4, 2017","I got mine for Christmas and we love it. We were at my mom's for 12 days with lots of family and friends from Christmas through the new year. She happened to be the first gift I opened so we set her up immediately to play Christina music while we celebrated all day. She played any music we wanted for the rest of the time. While playing games we asked her questions, we set alarms for food we were cooking, asked for recipes, how long to cook our prime rib, etc... Now I'm home with her and she's been a busy girl. Lol, get one, you'll never regret it!",0.666666666666667,"positive"
5,"Trusted Reviews by Jane Johnson","February 28, 2017","The Amazon Echo Dot is amazing technology. Small and unassuming, she sits quietly waiting for you to ask her something, to add items to your to do list, grocery list,  and so much more.  I Love to sit at the end of the day in my favorite chair and say,  ""Alexa,  play classical piano""....and immediately, the music fills the room.  Your grocery and to do list shows on your smartphone. That is not even half of what she can do.  Turn lights on/off  turn TV on,  much, much more. I am very impressed with this small and mighty gadget.",1,"positive"
5,"Clark Wilson","November 28, 2016","This 2nd gen Dot is our third Echo device.  We started with the original Echo and loved it.  The original seems the best of the three.  I have it in the home office.  We followed up with a 1st gen Dot when they became available and set it up with a bluetooth speaker in our bedroom.  The third we placed in our kitchen.The first Echo seems most responsive.  It immediately answers questions and requests and the speaker is actually quite good.  However, I think it might be location and placement.  It sits on the counter and there are few ambient noises around.The second in our bedroom works fairly well. We probably use it the most.  The speaker seems a little ""tinny"". We hooked it up to a small bluetooth speaker and it does well.  My wife relocated it to the top of a display cabinet so Alexa struggles to hear there a bit.Our newest addition is the 2nd gen Dot and it was placed in the kitchen.  We have been slower to adopt it to kitchen tasks only because it is habit to set timers and such in there manually.  Adding items to the shopping list is really cool.  If they can add a feature to allow multiple items at a time it would be great.  We do use it a lot for music, internet radio and news etc.  The kitchen Dot does struggle a little with ambient sound and I have moved it around the kitchen to get better responses.None of the Dots conflict with the other and setup for all were very easy.We have just started collecting Alexa enabled outlets and have started automating some lighting.  We have a Wemo and now a handful of TP Link to experiment with.  All fairly easy to install.I plan to purchase one more Dot for my garage workshop.  I want to use it to automate some workshop and yard lighting as well as have hands free music etc available.  We will see how the noise there affects it.",0.75,"positive"
2,"Old Radio Guy","March 8, 2017","Fun for entertainment, but nothing more. Timer and alarm functions require an Internet connection, so if it loses connection and you had an important alarm or timer set, forget it. I have 240 mbps Internet with an Arris 1682g dual-band (AC standard) wireless router, 15 feet from Alexa. When we ask her a question sometimes an orange light appears and she says ""Sorry, there's no Internet connect"", even though the app says she's connected. Today I asked her to set a 10-minute timer. When the timer went off, she wouldn't cancel it. When I asked her if she knew what ""stop"" meant, she gave me 4 definitions of stop. I had to unplug her for 15 seconds to cancel the alarm. With such spotty performance, I see a Warranty return sometime in her near future.",0.25,"negative"
5,"washington reviewer","January 6, 2017","I saw and heard the Echo Dot for the first time during an appointment with my physical Therapist.  He was using his and I asked him about it.  I was impressed that even in a bad acoustic room, the Echo didn't skip a beat when asked to perform.  I bought two for Christmas presents and they have been a hit.  My brother-in-law is a new gadget person and has everything but he didn't have this and he had not even seen it.  I couldn't have bought a better present for him.  I was so bummed out about not having one myself that I just bought a 3rd one.",0.666666666666667,"positive"
2,"Annadolyn","January 10, 2017","We had this for approximately a day and a half before starting the return process and buying Google Home instead. Google Home, running on Google (obviously), is so much more robust and functional than Alexa, that runs on Bing (who uses Bing??). Google can answer so many more questions, making it so much more functional/usable. Almost every response Alexa made was ""I'm sorry, I don't understand."" I highly recommend Google Home instead.",0.666666666666667,"positive"
5,"Pumpkin","March 6, 2017","I love the concept even though she's hard hearing at times. She can't answer a lot of questions but she functions as a calculator, dictionary, timer, alarm clock, music streamer, and her skills are like apps on your phone and she has a few good ones. Overall, worth the price. Thanks Amazon, cool deal!Surprisingly, her speaker is nice and smooth sounding, although there is practically no bass at all. There is clear midrange and highs are present so the music is enjoyable through her. The speaker is on the bottom, interestingly done, but if you sit her on the bed you can't hear her well. =)",0.785714285714286,"positive"
4,"Matt [Eight-Six]","January 7, 2017","We currently use two of these at home, and gave one to our parents to try out too.Our home is host to products like WeMo, and Nest, and the Echo Dot effortlessly detects and and communicates with these smart devices well. I would like to see further support for some devices (I know Sonos is coming) but the sooner the better in my opinion. We also use Google Homes and while the Homes are nice, the Dot seems to be more on point with the devices it talks to.On occasion Alexa will answer 'OK' and not execute the command given, making asking her twice to do the action a little bit of a nuisance. It's a small issue but likely a problem for that of the devices (like WeMo) that she attempts to talk to.I also don't like how Amazon works with IFTTT. Having to setup 'trigger' is annoying when the competition will execute the command without saying 'sending that to IFTTT.' To me it makes it less awesome and seamless.Example if using IFTTT: (I'm Home is the command for turning the lights/thermostat on)""Alexa Trigger I'm Home"" and she responds ""Sending that to IFTTT""Using the competition:""OK Google I'm home"" and hearing ""Welcome Home!"" is a much nicer experience.Now it is fair to say that you can setup groups in the Alexa App, to do something similar (not using IFTTT), but the reason I mention this stuff is because some things will require support from IFTTT, and the way they work together (at the time of this review) is annoying.I also recommend using an external speaker for her to communicate through. The added 3.5 aux audio jack was a nice inclusion for the Dot. I assume they knew this would be something people wanted and unlike the competitions sub-par speaker and no DIRECT audio out, I find this a nice thing to have. Both dots utilize a much better external speaker, and sit on top of said speakers. This adds to the better experience listening to music, and hearing her more clearly.The sooner it supports my Sonos, the better. :)I'd recommend this if you have interest in trying out home automation. It is great, with some minor set backs (likely just personal grievances subjective to my own tastes)",0.84375,"positive"
3,"Amazon Customer","March 7, 2017","2017-03-08: after writing my 1-star review about the Dot not working, Amazon sent me the following email AND it started working again this morning.""I'm extremely sorry for the inconvenience this situation has caused regarding the Alexa not responding. This is not what we want our valuable customers to experience. I would like to bring to your notice that currently there is a known issue with Alexa devices being unable to respond. Many of our customers have already reported this to us. We have forwarded this to our technical team and they are working on it with priority. Please be informed that, as of now, we're experiencing technical issues with our internal servers which is causing this issue. We have escalated it to our development team for they are investigating this problem further and will do whatever possible to correct it. All the customers using voice command on the Alexa device are experiencing the same issue and I apologize for the inconvenience caused. Normally, these kind of issues are resolved within 1-2 business days. For the meantime, please extend with us your patience and understanding while we work on this.​​ Your patience and co-operation is highly appreciated in this matter. I once again apologies for the inconvenience caused to you regarding this. If you have any further concerns or suggestions regarding this or any other issue, please feel free to write back to us as we are always here to assist you. You can reach Amazon Echo Customer Support by phone directly and toll-free at 1-877-375-9365 or by e-mail at echo-support@amazon.com. Amazon Echo Customer Support is available from 3 a.m. to 10 p.m Pacific time, seven days a week. Thanks for your patience while we fix this problem. We look forward to seeing you again soon. Thank you using Echo Dot!!!""2017-03-07: I was in the process of writing a 5 star review to say how much I loved it when I realized that it Just. Stopped. Working. The ring lights up but nothing happens. Tried a reset. Moved it. Unplugged it. Nothing. And it worked so well for the few days I had it. Darn.",0.53125,"positive"
5,"Michael McKee","February 15, 2017","My wife makes fun of me for talking to my new ""girlfriend"" all the time. I got some Philips Hue lights (and hub) and use the Echo to adjust my lights. Love the dimmer function. I play music from Prime through this and my bluetooth speaker. I also use it for Audible books. Just make sure that you don't have it read a story with a character named Alexa or Alexis. That can have amusing results.I also use it to make shopping lists and convert weights and measurements. It will also play radio stations and give the weather.",0.8,"positive"
5,"Aaron Thompson","March 24, 2017","The voice recognition ability is amazing, and the Amazon Echo team is constantly improving things behind the scenes. Alexa's voice is very pleasant and easy to understand, despite the size of the Dot. Sound quality can easily be improved through the 1/8"" stereo jack or by pairing with Bluetooth devices. The light ring is a great way to confirm you were heard. From a kid who grew up with Speak & Spell, the Echo Dot definitely shows how far technology has come. Definitely recommended to any techie out there. $50? What are you waiting for?",1,"positive"
5,"Amazon Customer","March 8, 2017","Does pretty much everything my full-size Echo does. It's small size makes it great for a beside table or other area where the full-size is too large.The main difference, other than size, is music quality is a bit less than big Echo. It still sounds good; but if you want fuller sound, watch for a sale, and get yourself a good Bluetooth speaker. I have paired a smart plug with it so I can voice-control a bedroom lamp. Small package, great results. If you want Echo benefits, but the budget is tight, you can't go wrong with the Dot.",0.875,"positive"
5,"Mary K Wojcik","March 24, 2017","Purchased 2 of these.  One for my bedroom, the other for my sons room (purchased for his birthday).  I have mine connected to a Bluetooth for improved sound, I love listening to it when I am busy with laundry, cleaning etc.  My sons is not connected to a Bluetooth device, the sound quality is fine for him and his bedroom.  I only wish when listening to music I could create a playlist that Alexa would play. Meaning I would love to say Alexa, play ""my favorites"" and have her do that.  I love amazon unlimited music too and how prime members get a discount.",1,"positive"
5,"MommaCX3 ☀️","April 5, 2017","Great product. All the awesome features of Alexa minus the exceptional sound quality of the Echo. If you don't have an Echo you wouldn't know the sound isn't as good though (I don't think). We have the Dot in my son's room. He loves using it for weather updates, audiobooks, timers, various questions and music. We rely on our Echo for the most part for music but otherwise the Dot can't be beat, especially for the price.",1,"positive"
3,"Robyn P","March 30, 2017","After having the Dot for a few weeks, I have to say Alexa doesn't know much! I ask simple questions and I get ""Hmmm, I don't know how to answer that"".  I put a series of questions to both Alexa and Ok Google and Google answered them all. Alexa couldn't answer any. I understand  you must enable skills, and I have, but for basic questions??? Google is the clear winner here.That being said, I pay for the Unlimited  music for $3.99 and basically use the Dot as a personal  DJ. I tell her what to play and she does it. For $50, it's a neat gadget, but my next gadget will be Google Home.",1,"positive"
