ALL_ASIN,ALL_TITLE
'B000002LFJ,gord's gold 2
'B000002LFG,spellbound
'B000002LF0,let it roll
'B000002LFZ,fleetwood mac: greatest hits
'B000002L9B,parade: music from the motion picture &quot;under the cherry moon&quot;
'B000002LE6,lovesexy
'B000002LD5,in effect mode
'B000002LI0,spend the night
'B000002LD2,darklands
'B000002LI4,bound by the beauty
'B000002LEO,stay on these roads
'B000002LG1,silky soul
'B000002LGY,cosmic thing
'B000002LJF,the iceberg/freedom of speech...just watch what you say
'B000002LJA,back on the block
'B000002LGU,spike
'B000002LKT,tales of 1001 nights volume 2
'B000002LGQ,like a prayer
'B000002LKN,tales of 1001 nights vol. 1
'B000002LLA,blue pacific
'B000002LH9,absolute torch &amp; twang
'B000002LM3,tevin
'B000002LM7,woman i am
'B000002LMO,ashes to ashes
'B000002LKU,missing... presumed having a good time
'B000002LGL,unknown pleasures
'B000002LN6,the b-52's: party mix / mesopotamia
'B000002LN3,boomer's story
'B000002LOO,make time for love
'B000002LP2,mighty like a rose
'B000002LLS,texas tornados
'B000002LQR,blood sugar sex magik
'B000002LOL,new nashville cats
'B000002LN4,common one
'B000002LN0,electronic
'B000002LPF,spartacus
'B000002LP7,southern pacific - greatest hits
'B000002LSO,hit to death in the future head
'B000002LTK,generic
'B000002LNG,devo - greatest hits [warner brothers]
'B000002LQT,zone of our own
'B000002LS0,foxbase alpha
'B000002LSF,when i was a boy
'B000002LSY,heaven &amp; earth
'B000002M1L,gett off  / violet / gangster glam / jizz
'B000002LO1,green mind
'B000002LT6,world falling down
'B000002LTY,good stuff
'B000002LUY,graffiti bridge
'B000002LRX,angel dust
'B000002LNX,los texas tornados (spanish version)
'B000002LU4,dark sneak love action
'B000002LRZ,kiko
'B000002LSJ,honey's dead
'B000002LUX,urubu
'B000002LVG,groovin'
'B000002M2M,strangelove
'B000002M42,she don't use jelly / translucent egg / turn it on
'B000002M2E,master &amp; servant  remotivate me
'B000002M3N,walking in my shoes / my joy
'B000002M90,her highness
'B000002MCD,big yellow taxi
'B000002MBG,shout
'B000002MBP,let me clear my throat
'B000002MH5,where you been
'B000002M28,meaning of love / oberkorn
'B000002MHO,erotica
'B000002MJ0,isn't anything
'B000002MI4,juliet letters
'B000002MIK,mark whitfield
'B000002MHW,walk right back: the everly brothers on warner brothers 1960-1969
'B000002MIJ,invitation
'B000002MIW,dragonfly summer
'B000002MFQ,tubular bells ii
'B000002ML7,transmissions from the satellite heart
'B000002MKD,back to basics
'B000002MME,voice of love
'B000002MMJ,make him do right
'B000002MNF,hits &amp; b-sides
'B000002MKL,portraits
'B000002MQL,state of the world address
'B000002MPY,thinkin' problem
'B000002MNH,red house painters
'B000002MPH,groove collective
'B000002MQ0,destiny's gate
'B000002MP6,brutal youth by elvis costello (1994) - import
'B000002MRZ,wishing from the top
'B000002MTC,without a sound
'B000002MPB,give out but don't give up
'B000002MII,waiting for you
'B000002MJ1,you hold the key
'B000002MSS,don quixote
'B000002MT1,autogeddon
'B000002MTN,the best of candi staton featuring young hearts run free
'B000002MT4,maybe you should drive
'B000002MTI,king for a day fool for a lifetime
'B000002MYC,clouds taste metallic
'B000002MUG,ruby vroom
'B000002N00,raise the pressure
'B000002MVO,university
'B000002N0V,trailer
'B000002MVR,simmer reduce garnish &amp; serve: the warner brothers recordings
'B000002N1I,back to the world
'B000002N1B,whatever it takes
'B000002N1Z,little texas: greatest hits
'B000002N0X,music by ry cooder
'B000002N3F,return of the rentals
'B000002N38,hi fi way
'B000002N25,golden heart
'B000002N2T,the best of george benson
'B000002N0B,disco volante
'B000002N2B,peace beyond passion
'B000002N1D,abandoned garden
'B000002N5U,4 aces
'B000002MST,cold on the shoulder
'B000002N7M,compilation: greatest hits 2 &amp; more
'B000002N8X,medianoche
'B000002N5X,all this useless beauty
'B000002NAV,train a comin
'B000002NAA,best of van halen vol. 1
'B000002N67,mata leao
'B000002NC4,perfect from now on
'B000002N56,irresistible bliss
'B000002N51,colossal head
'B000002NDY,sand &amp; water
'B000002NDA,cicadas
'B000002NCT,mirador
'B000002NAO,new world order
'B000002N21,woman's gotta have it
'B000002NDE,little texas
'B000002NC2,rod stewart: if we fall in love tonight
'B000002NGP,best of george benson: the instrumentals
'B000002NF8,when i was born for the 7th time
'B000002NBY,graceland
'B000002NIL,extreme honey: the best of the warner bros. years
'B000002NB4,candyfloss and medicine
'B000002NET,vanishing point
'B000002NIW,around the fur
'B000002NGD,polydistortion
'B000002NVI,bizarro
'B000002NG7,album of the year
'B000002NJS,ray of light
'B000002NZO,trespass
'B000002O06,second helping
'B000002NYW,a1a
'B000002O2M,floridays
'B000002NWU,live from deep in the heart of texas
'B000002O1Y,a decade of steely dan
'B000002NX9,viva terlingua
'B000002NZ9,rainbow
'B000002O4I,the best of 3 dog night
'B000002NXD,cher - greatest hits [mca]
'B000002O2B,songs you know by heart : jimmy buffett's greatest hit(s)
'B000002O2D,seven days in sammystown
'B000002O4C,you had to be there
'B000002O5T,high tension wires
'B000002O6N,speak
'B000002O9D,etta james rocks the house
'B000002O49,exit 0
'B000002O9F,the in crowd
'B000002O6A,off to see the lizard
'B000002O2L,guitar town
'B000002O8D,southern by the grace of god
'B000002OC1,the complete plantation recordings
'B000002OD0,feeding frenzy - live
'B000002O8V,at the pershing: but not for me
'B000002OG0,honky tonk masquerade
'B000002OIG,truckin with
'B000002O6V,poison
'B000002OIQ,ask rufus
'B000002OHC,wbbd-bootcity! the remix album
'B000002OGY,late night grande hotel
'B000002OF7,the future
'B000002OJ5,jump up
'B000002OI6,endless boogie
'B000002OIC,bobby
'B000002OJ9,glory road: 1968-1972
'B000002OJZ,the best of john lee hooker 1965 - 1974
'B000002OK8,from hell to paradise
'B000002OKX,strange weather
'B000002OIH,best o' boingo
'B000002OMN,bat out of hell ii: back into hell
'B000002OG8,argus
'B000002ONC,masterjam
'B000002OMJ,elton john - greatest hits 1976-1986
'B000002ON0,essential steve earle
'B000002OMP,fully completely
'B000002OJ4,leather jackets
'B000002OME,what's the 411
'B000002OPR,oh sheila: greatest hits
'B000002OOJ,partners in crime
'B000002OLW,rufus
'B000002OQH,what's the 411 remix album
'B000002OQ3,diary of a mad band
'B000002OS2,on and on: the hits of stephen bishop
'B000002OQ6,duets
'B000002OS8,fruitcakes
'B000002OMU,blues summit
'B000002OR0,what a crying shame
'B000002OQU,his 12 greatest hits
'B000002OVJ,live at leeds
'B000002OWQ,show the after party the hotel
'B000002OU3,candy rain
'B000002OWN,music for all occasions
'B000002OYB,welcome to the neighborhood
'B000002OZS,sublime
'B000002P22,40 oz to freedom
'B000002ONY,the truth
'B000002P1B,banana wind
'B000002P3W,the finest
'B000002P5W,axis: bold as love
'B000002P5R,first rays of the new rising sun
'B000002P2E,home again
'B000002P5Y,are you experienced
'B000002OWD,barometer soup
'B000002P8G,will the circle be unbroken 2
'B000002PAW,steppenwolf
'B000002PAF,little spice
'B000002PBH,living &amp; dying in 3/4 time
'B000002P4T,king tears
'B000002PBC,stones
'B000002PBF,21 at 33
'B000002P8I,chess box
'B000002PBY,coconut telegraph
'B000002P64,share my world
'B000002PCV,somewhere over china
'B000002PCN,allnighter
'B000002PBW,white sport coat &amp; pink crustacean
'B000002PBO,tap root manuscript
'B000002PD8,royal scam
'B000002PBN,changes in latitudes changes in attitudes
'B000002PB1,new edition
'B000002PB7,completely well
'B000002PCM,last mango in paris
'B000002PDS,down and out blues
'B000002PDT,lone star state of mind
'B000002PD3,lost in the ozone
'B000002PEJ,indian summer
'B000002PBX,son of a son of a sailor
'B000002PBZ,havana daydreamin
'B000002PER,rags to rufus
'B000002PBD,sweet caroline
'B000002PCQ,ready for the world
'B000002PEP,never get out of these blues alive
'B000002PFC,the complete thom bell sessions
'B000002PBS,come on over
'B000002PHC,little love affairs
'B000002PH1,heaven on earth
'B000002PHQ,guy
'B000002PHV,don't be cruel
'B000002PD7,can't buy a thrill
'B000002PG6,react
'B000002PH8,hot water
'B000002PFV,ain't ever satisfied: the steve earle collection
'B000002PHA,pebbles
'B000002Q7Y,power
'B000002Q88,in the spirit of things
'B000002PC1,riddles in the sand
'B000002Q7A,at your birthday party
'B000002QI0,oh what a night
'B000002QMB,astra
'B000002QEY,just a closer walk with thee
'B000002Q40,the chess box :muddy waters
'B000002QTM,all i ever need is you
'B000002QTD,incense and peppermints [1990 compilation]
'B000002QG8,float on
'B000002QW2,velvet gloves and spit
'B000002QWT,hangin tough
'B000002R0R,missing piece
'B000002R0S,giant for a day
'B000002R0P,interview
'B000002R0W,all four one
'B000002R0O,playing the fool: official live gentle giant
'B000002R27,we're best of friends
'B000002QRW,chicano chant
'B000002R4S,seven
'B000002R26,thankful
'B000002R4O,to the bone
'B000002R6C,children of forever
'B000002R4E,it's like you never left
'B000002R4Q,fourth
'B000002R78,straphangin
'B000002R8M,attic thoughts
'B000002R9D,stories we could tell
'B000002R9A,the phoenix concerts: live
'B000002RFW,come out come out
'B000002R9X,free hand
'B000002RFT,betti-cola
'B000002RG3,the virginian
'B000002SW3,little games
'B000002SY3,travelin at the speed of thought
'B000002T0V,sheena easton - greatest hits
'B000002TGF,helen reddy - all-time greatest hits
'B000002TI3,cannonball adderley - greatest hits [capitol]
'B000002TIO,motels
'B000002TNB,when you hear lou you've heard it all
'B000002TN1,runaround sue
'B000002TIL,katrina &amp; the waves
'B000002TN7,in search of manny
'B000002TNC,teddy pendergrass
'B000002TNO,pendululm vibe
'B000002TO4,disco 2
'B000002TQ6,communication
'B000002TR9,smiley smile
'B000002TP7,ill communication
'B000002TSJ,toast to the ladies
'B000002TQS,thank you
'B000002TRM,out in l.a.
'B000002TSU,wonderful
'B000002TWN,brown sugar
'B000002TRY,what the world needs now
'B000002TYE,alternative boogie: early studio recordings 48-52
'B000002TYH,i do not play no rock 'n' roll
'B000002TYO,leon russell and the shelter people
'B000002U3B,blurring the edges
'B000002U84,rio
'B000002U8M,wings greatest
'B000002U5W,open up your love
'B000002U4U,the pet sounds sessions
'B000002UBL,dreamboat annie
'B000002UCL,band on the run
'B000002UBU,american pie
'B000002UE9,open up &amp; say... ahhh!
'B000002UHT,woman across the river
'B000002UFV,ten easy pieces
'B000002UP9,i'm in love again
'B000002ULS,if you're feeling sinister
'B000002ULK,wide receiver
'B000002UPA,tp
'B000002UPC,teddy
'B000002UQX,painted desert serenade
'B000002UQN,the best of minnie riperton
'B000002UST,some old bullshit
'B000002UUM,flowers in the dirt
'B000002UUR,tanya tucker - greatest hits (capitol)
'B000002UUF,best of don mclean
'B000002UP8,all things in time
'B000002UVV,pump up the jam the album
'B000002UTZ,voice of the xtabay
'B000002UVW,pump up the jam
'B000002UXE,aces
'B000002UBW,the best of michael martin murphey
'B000002UXM,luck of the draw
'B000002V0K,sarah sings soulfully
'B000002V4N,the platters - greatest hits [onyx]
'B000002V5N,twist &amp; shout
'B000002UZR,moonlight in vermont
'B000002VCZ,vulture culture
'B000002VD5,eye in the sky
'B000002VEN,coming around again
'B000002VFA,what you don't know
'B000002VFE,world power
'B000002VF5,greatest hits live
'B000002V1I,check your head
'B000002VH6,i'm your baby tonight
'B000002VKW,eurythmics live 1983- 1989
'B000002VL5,expose
'B000002VGE,my romance
'B000002VCN,into the gap
'B000002VN7,fumbling towards ecstasy
'B000002VMH,diva
'B000002VM7,madman's return
'B000002VFW,affection
'B000002VLB,solace
'B000002VR9,strangest places
'B000002VT3,reverence
'B000002VHQ,have you seen me lately
'B000002VMJ,soul dancing
'B000002VS3,the legacy of
'B000002VOS,expose - greatest hits
'B000002VS5,squeezing out sparks &amp; live sparks
'B000002VP3,the freedom sessions [ep] [enhanced cd]
'B000002VT6,surfacing
'B000002VUG,pure phase
'B000002VSH,even now
'B000002VOY,another night
'B000002VTP,film noir
'B000002VTL,la la means i love you: the definitive collection
'B000002W7W,farewell andromeda
'B000002VTV,rose is still a rose
'B000002W6Q,nilsson schmilsson
'B000002W8I,be yourself tonight
'B000002W0Z,john denver's greatest hits
'B000002W6E,mountain music
'B000002W7R,poems prayers &amp; promises
'B000002W72,it's about time
'B000002W21,dr. buzzard's original savannah band
'B000002W8L,dreamland express
'B000002W7S,rocky mountain high
'B000002W79,greatest hits: rock 'n soul part 1
'B000002WCO,first of a million kisses
'B000002W7V,back home again
'B000002W7N,live at the harlem square club 1963
'B000002W6H,seasons of the heart
'B000002WCG,waylon jennings - greatest hits [rca]
'B000002WEC,today
'B000002WCL,the trinity session
'B000002WF0,picks on the beatles
'B000002WEA,evening with john denver
'B000002WF8,calypso
'B000002WB8,alabama - greatest hits
'B000002W5F,a little touch of schmilsson in the night
'B000002WGJ,alabama greatest hits ii
'B000002WD4,harry nilsson - all-time greatest hits
'B000002WDL,the pointer sisters - greatest hits
'B000002WA5,scenes from the southside
'B000002WNI,puente goes jazz
'B000002WN7,harbor lights
'B000002WM9,light my fire
'B000002WQ9,alabama - greatest hits iii
'B000002WPP,personal best: the harry nilsson anthology
'B000002WR5,infamous
'B000002WPI,enter the wu-tang: 36 chambers
'B000002WT1,cool &amp; steady &amp; easy
'B000002WRX,the complete rca victor recordings
'B000002WVU,funkmaster flex presents the mix tape volume 1: 60 minutes of funk
'B000002WPK,pale sun crescent moon
'B000002WVG,i will survive
'B000002X0Z,hell on earth
'B000002WYW,wu-tang forever
'B000002X1I,diana ross: greatest hits- the rca years
'B000002X40,extra virgin
'B000002WWL,land of the living
'B000002WYY,best of the friends of distinction
'B000002X27,country roads collection
'B000002XOF,jackie blue
'B000002Y2X,fabulous johnny cash
'B000002XYS,bassett hound
'B000002YU1,temperature's rising
'B000002Z8S,the best of toni basil: mickey and other love songs
'B000002ZAB,i eat cannibal &amp; other tasty trax
'B000002ZD5,true confessions
'B000002ZCC,mortal city
'B0000030D1,3 phasis
'B0000030HT,alarms &amp; excursions
'B0000030IU,just before the dawn
'B00000311K,t.o.n.y.
'B000003114,war report
'B0000031OI,afric pepperbird
'B0000031YF,the fall of us all
'B0000031U0,exploded view
'B0000031S5,kultrum
'B0000031V5,danca dos escravos
'B0000032EZ,in person at the whisky a go go
'B0000032HM,best of mark-almond
'B0000032GH,crimson &amp; clover &amp; cellophane symphony
'B0000032LK,new orleans heat
'B0000032UK,dusty in memphis
'B0000032UW,world is a ghetto
'B0000032UL,brand new me
'B0000032Y0,sparkle
'B0000032V8,why can't we be friends?
'B0000032XY,the very best of otis redding
'B00000330K,our mother the mountain
'B0000032ZU,the very best of spinners
'B0000032Z6,black man's burdon
'B0000032XU,east bay grease
'B0000032V6,eric burdon declares war
'B00000333H,ornette on tenor
'B00000331O,aretha arrives
'B0000032ZS,the very best of wilson pickett
'B0000032XT,eric carmen
'B00000331H,cut the cake
'B00000335K,spirit in the dark
'B00000331R,exciting wilson pickett
'B00000335M,young gifted and black
'B00000335B,the electrifying eddie harris / plug me in
'B00000335L,aretha live at fillmore west
'B00000337G,mighty love
'B000003381,the very best of aretha franklin: vol.2 (the 70's)
'B00000337Z,the very best of aretha franklin: the 60's
'B00000335I,soul 69
'B0000033E5,head (1968 film)
'B0000033G1,let me in your life
'B0000033FZ,aretha in paris
'B0000033G0,hey now hey (the other side of the sky)
'B0000033GN,funkify your life: anthology
'B00000335J,this girl's in love with you
'B0000033J8,outlaw
'B0000033K4,the best of sugarhill gang: rapper's delight
'B0000033OW,pickett in philadelphia
'B0000033OI,atlantic collection the
'B000003439,dance with me: the best of orleans
'B000003470,bread
'B00000347A,thank you for being a friend: best of
'B0000034C8,jazzhole
'B0000035EZ,frigid stars
'B0000035FA,the white birch
'B0000035FU,pigeon is the most popular bird
'B0000035FQ,copacetic
'B0000035EF,up in it
'B0000035DC,no protection
'B0000035G2,manos
'B0000035GE,simpatico
'B0000035FY,four
'B0000035HB,sunny day real estate
'B0000035GA,la mano cornuda
'B0000035F3,congregation
'B0000035HU,strand
'B0000035DJ,durch die wuste
'B0000035F5,whiskey for the holy ghost
'B0000035EH,winding sheet
'B0000035GW,look what the rookie did
'B0000035IF,goin through changes
'B0000035FO,bubble &amp; scrape
'B0000035GN,bakesale
'B0000035HN,ain't my lookout
'B0000035G4,love tara
'B0000035HP,gilded stars &amp; zealous hearts
'B0000035FE,smash your head on the punk rock
'B0000035I7,parts 1-3
'B0000035Y9,rumba para monk
'B0000035Z5,ya yo me cure
'B0000035HX,so wound
'B00000369B,if my friends could see me now
'B0000036U8,wammo
'B0000036VX,genius + love = yo la tengo
'B0000036VN,the official ironmen rally song [maxi single]
'B0000036ST,middle class revolt
'B0000036WP,dial m for motherfucker
'B0000036UW,under the bushes under the stars
'B0000036WN,right now
'B0000036TL,alien lanes
'B0000036RP,exile in guyville
'B0000036W6,ride the fader
'B0000036VP,sunfish holy breakfast
'B0000036S9,pirate prude
'B0000036XD,mag earwhig!
'B0000036TR,tribute to a bus
'B0000036XS,gently down the stream
'B0000036VZ,magic city
'B0000036WR,a ass pocket of whiskey
'B00000373D,the future of what
'B00000373P,repetition
'B00000372B,fake train
'B00000372R,new plastic ideas
'B0000037N5,horses in the mines
'B0000037O5,pussy king of pirates
'B0000037OB,edge of the world
'B0000037OA,anatomy of sharks
'B0000037NG,wrung
'B0000037OO,save everything
'B0000037O7,the sea and the bells
'B0000037PP,glands o
'B0000037OG,kepone
'B0000037N0,mule
'B0000037NM,ugly dance
'B0000037ND,rusty
'B0000037NY,engine takes to the water
'B0000037Q6,fantasy
'B0000037OF,tropics &amp; meridians
'B0000037OR,four great points
'B0000038TQ,dead 4 life
'B0000039QI,money power &amp; respect
'B0000039QP,life after death [edited version]
'B000003A1Z,3 'n the morning: part two
'B0000039Q3,ready to die [vinyl]
'B000003A6C,message is love
'B000003AB1,soul on ice
'B000003AB5,nocturnal
'B000003ADA,bow down
'B000003AGE,based on a true story
'B000003AHL,unlady like
'B000003AG8,ghetto d
'B000003AD7,scissorhands
'B000003AGB,tru 2 da game
'B0000039QD,no way out
'B000003AEH,thug life: volume 1
'B000003AHB,big thangs
'B000003B5B,ice cream man
'B000003B5X,good girl gone bad
'B000003B5R,steel on a mission
'B000003B69,gamers
'B000003B3T,mack 10
'B000003B61,iceland
'B000003B3W,planet of da apes
'B000003B6J,straight outta compton
'B000003B54,sailin da south
'B000003B6U,n.w.a. and the posse
'B000003AEK,me against the world
'B000003B7Z,ain't a damn thing changed
'B000003B7W,death certificate
'B000003B37,bootlegs &amp; b-sides
'B000003BD7,a christmas gift for you from phil spector
'B000003B6G,eazy-duz it
'B000003BFO,oh my gawd flaming lips
'B000003B8F,predator
'B000003BCX,night beat
'B000003BGD,telepathic surgery
'B000003BGM,154
'B000003BGI,in a priest driven ambulance
'B000003BFM,hear it is
'B000003C3D,shock of the hour
'B000003C3Q,creepin on ah come up
'B000003C3V,e 1999 eternal
'B000003BZ2,what's on my mind
'B000003C3Z,the villain in black
'B000003CM1,bad luck city
'B000003C58,radio free albemuth
'B000003CLS,311
'B000003E3W,holy land spirit
'B000003G5O,santiago
'B000003G3L,body &amp; soul
'B000003GC5,no punches pulled
'B000003GCK,nothing feels good
'B000003GCI,portable model of
'B000003GC9,no more dreams of happy endings
'B000003GCE,misericordia
'B000003GCJ,jersey's best dancers
'B000003GCG,horse latitudes
'B000003GCH,sweetbelly freakdown
'B000003GCL,analphabetapolothology
'B000003GCD,familiar forgotten
'B000003GF1,tico tico
'B000003GFG,havana cafe
'B000003GQU,like a stranger
'B000003GW1,evildoers beware
'B000003GXE,foolish little girl
'B000003GVT,believer
'B000003GWC,all fall down
'B000003GQJ,cynthia
'B000003GZA,moth confesses
'B000003GUX,notion
'B000003HKV,keep on movin
'B000003HL5,sledgehammer soul &amp; down home blues
'B000003HLW,hardtime killing floor blues
'B000003HK9,built for comfort
'B000003HL3,blues union
'B000003HKD,give it up to love
'B000003JBM,jazzmatazz vol. 1
'B000003JCL,hard to earn
'B000003JD3,remixed remade remodeled
'B000003JD7,jazzmatazz 2
'B000003JDG,off parole
'B000003JCV,don't fight the feelin
'B000003JCJ,jazz in the present tense
'B000003JB3,stick it to ya
'B000003JCY,platinum collection
'B000003KX2,genius of komeda
'B000003KWW,oh brother where art thou?
'B000003L1I,every night for you
'B000003L20,salt sinks &amp; sugar floats
'B000003L22,r&amp;b transmogrification
'B000003L0X,building distrust from trust
'B000003L11,juned
'B000003KWZ,papas fritas
'B000003L0R,greg oblivian &amp; tip tops
'B000003L7B,body parts
'B000003L13,where am i
'B000003L1B,fly me to the moon
'B000003L0Y,there's nothing wrong with love
'B000003L0B,painted on
'B000003L4M,sinista funk
'B000003L75,king of da playaz ball
'B000003MU3,casino
'B000003MNA,jazzmasters 2
'B000003MU4,lost together
'B000003MVT,five days in july
'B000003N3R,body &amp; soul revisited
'B000003MU1,outskirts
'B000003MT6,crazy bird
'B000003N5P,plumb
'B000003N6A,chapter 3
'B000003N5U,tiger walk
'B000003N63,let it go
'B000003N4Y,chris knight
'B000003N7W,stellar regions
'B000003N8F,we the people
'B000003N85,swing low sweet cadillac
'B000003N94,live at village vanguard again
'B000003N8P,meditations
'B000003N8R,john coltrane: crescent
'B000003NA6,latino america
'B000003N8Q,crescent [vinyl]
'B000003OJN,she-wolf
'B000003OJG,sound machine groove
'B000003ORI,levee camp blues
'B000003OUB,spirits of havana
'B000003OR6,standing at the crossroads
'B000003OR3,my home is in the delta
'B000003OUG,night in englewood
'B000003OUS,vienna concert
'B000003OXR,conguero
'B000003OXQ,mambo diablo
'B000003OXZ,salsa meets jazz
'B000003OZ4,conga blue
'B000003OZA,oye como va: dance collection
'B000003P8T,dallamericaruso
'B000003POF,hits of the 50's
'B000003PX5,asylum years
'B000003OXU,papa gato
'B000003OX7,la onda va bien
'B000003PH0,jump to it
'B000003OY8,chile con soul
'B000003QGS,funky kingston
'B000003R8V,number one
'B000003R3A,pimp lyrics &amp; dollar signs
'B000003RRF,sybil - greatest hits
'B000003RN0,one foot in the grave
'B000003RSF,trailer park
'B000003ROT,the fruit that ate itself
'B000003RZ5,modus operandi
'B000003RYP,block rockin' beats [vinyl]
'B000003RNY,backwash
'B000003S7Y,bricolage
'B000003S72,equations
'B000003SYN,volksworld
'B000003T8Y,stupid people shouldn't breed
'B000003TBN,dirt track date
'B000003TBY,whatever
'B000003TAW,weezer (blue album)
'B000003TA0,reading writing &amp; arithmetic
'B000003TBW,i'm with stupid
'B000003TQM,shapeshifter
'B000003Z3W,music for the jilted generation
'B000003Z5V,satyricon
'B000003Z2P,promise ring - songs of new eireland
'B000003ZFA,fall sounds
'B000003ZEE,starflyer 59 (gold)
'B000003ZGY,whole
'B000003ZGT,eight hours away from being a man
'B000003ZCW,starflyer 59 (silver)
'B000003ZGJ,songs from the rainwater e.p.
'B000003ZGX,of color bright
'B000003ZFV,north to the future
'B000003ZV5,tech life
'B000003ZEL,upstairs overlooking
'B000003ZPQ,closed casket
'B00000402G,mindset
'B00000400P,for olim
'B0000040P8,everything's mad
'B0000042ME,into another light
'B0000046JJ,new arrival
'B0000046K3,mo roots
'B0000046KU,inside life
'B0000046OI,life on planet groove
'B0000046MX,tribes vibes &amp; scribes
'B0000046NG,study in brown
'B0000046MU,personalidade
'B0000046RA,el sonido nuevo: the new soul sound
'B0000046R8,solitude: the billie holiday story vol. 2
'B0000046QZ,beach samba
'B0000046R7,gillespania &amp; carnegie hall concert
'B0000046QY,getz/gilberto #2
'B0000046KL,pocket city
'B0000046PN,united future organization
'B0000046TI,uno dos tres &amp; spanish grease
'B0000046TV,verve jazz masters 25
'B0000046TJ,soul sauce
'B0000046V9,stan getz with laurindo almeida
'B0000046V8,jlw
'B0000046UI,positivity
'B0000046Y1,no sound is too taboo
'B0000046SM,look to the rainbow
'B0000046WB,jazz samba encore
'B0000046XC,organ grinder swing
'B0000046X9,now's the time
'B0000046ZU,walk on the wild side: best of verve years
'B0000046Z1,jungle swing
'B0000046YR,double rainbow: music of antonio carlos jobim
'B00000473J,live at the montreux jazz festival
'B00000473E,talkin verve: roots of acid jazz
'B00000470Y,smokin' at the half note
'B00000478H,boss tenors
'B000004766,diz &amp; getz
'B00000477A,verve jazz masters 59
'B0000047A9,gerry mulligan meets ben webster
'B0000047CT,guitar forms
'B0000047CZ,sonny side up
'B0000047D2,movin wes
'B0000047DK,got my mojo workin / hoochie cooche man
'B00000477Z,gal tropical
'B0000047CX,getz / gilberto
'B0000047CY,focus
'B0000047D1,antonio carlos jobim the composer of &quot;desafindo&quot; plays
'B0000047D3,bird and diz
'B0000047EW,1+1
'B0000047EY,readings by jack kerouac on the beat generation
'B0000047H7,rockin robin
'B0000047I1,war
'B0000047IB,i was made to love her
'B0000047OL,the gap band - greatest hits
'B0000047HN,let it whip
'B0000047RY,secret omen
'B0000047RX,ladies night
'B000004885,person-ified
'B000004AVU,law of things
'B000004AVH,kindness of the world
'B000004AVS,daddy's highway
'B000004AWG,st valentine's garage
'B000004AXS,proving winter cruel
'B000004AVB,silverbeet
'B000004AZM,caribbean jazz project
'B000004B34,flemish altruism constituent parts 1993-1996
'B000004AU7,violent religion
'B000004AXH,couchmaster
'B000004B2N,nassau
'B000004B2R,trans am
'B000004B2P,old paint
'B000004AX1,silver
'B000004B2V,biz
'B000004B9X,listening cap
'B000004B5H,double trouble
'B000004B9T,it'll end in tears
'B000004BI2,blues on highway 49
'B000004BJ2,southside blues jam
'B000004BF9,birth sign
'B000004BVJ,strange news from the angels
'B000004BVH,unknown country
'B0000057OA,i don't want to go to bed
'B0000057OB,slush
'B0000057OK,shleep
'B0000057RN,walela
'B0000057O4,china gate
'B00000581H,white house
'B00000581T,lamprey
'B00000581V,electr-o-pura
'B00000581P,palomine
'B00000585Y,jelly tones
'B0000058MM,like i said
'B0000058MW,joyful girl
'B0000058MS,dilate
'B0000058MQ,not a pretty girl
'B0000058ME,ani difranco
'B0000058Q5,goodnight irene
'B0000058MY,little plastic castle
'B0000058PT,open your mind
'B0000058MX,living in clip
'B0000059S0,the return of the aquabats!
'B0000059UK,imaginary man
'B0000059QW,harsh game for the people
'B0000059UJ,whole affair
'B000005AGG,day of execution
'B000005AM7,dr octagonecologyst
'B000005AXT,final tic
'B000005AY8,for life
'B000005B41,bonsai superstar
'B000005ATV,30
'B000005B04,long time no see
'B000005B3R,smack bunny baby
'B000005BBJ,brick
'B000005AY3,legal drug money
'B000005BJS,magnapop
'B000005BNY,assorted jelly beans
'B000005BOK,shelter
'B000005C68,dark to themselves
'B000005C6B,air above mountains
'B000005CEU,6 feet deep
'B000005CEE,word gets around
'B000005CKR,race
'B000005CKN,rainer maria
'B000005CKS,past worn searching
'B000005CF3,jesus wept
'B000005D83,indian ocean
'B000005DQR,endtroducing
'B000005DQQ,endtroducing.....
'B000005DQU,preemptive strike
'B000005ENT,the fury of the aquabats
'B000005ENP,instinct for detection
'B000005FLT,straight from the basement
'B000005GIU,gounod - mireille / freni vanzo van dam bacquier rhodes capitole de toulouse plasson
'B000005GW2,sings
'B000005GWF,first instrument
'B000005GXV,quiet after the storm
'B000005GYK,country preacher
'B000005GYN,diz
'B000005GYW,everything i play is funky (rare groove series)
'B000005GZ9,bing! bing! bing!
'B000005GYX,move your hand
'B000005GWW,san francisco
'B000005H1U,live at the it club
'B000005H3L,live at lighthouse 66
'B000005H3A,takin off
'B000005H3B,juju
'B000005H4M,back at the chicken shack
'B000005H4L,the big beat
'B000005H7J,street lady
'B000005HAN,charisma
'B000005H9J,jimmy mcgriff - greatest hits
'B000005HCM,the sidewinder
'B000005HBR,milt jackson
'B000005GY5,mercy mercy mercy
'B000005H9H,contact!
'B000005HDD,electric funk
'B000005HD5,jody grind
'B000005HCH,swingin affair
'B000005HEL,let em roll
'B000005HCT,empyrean isles
'B000005HF9,birth of the cool
'B000005HD6,alligator bogaloo
'B000005HEU,best of jimmy smith (the blue note years)
'B000005HEH,early byrd: best of jazz soul years
'B000005HH3,brazilliance vol. 1
