ALL_ASIN,ALL_TITLE
'B000002MKL,Portraits
'B000002MQL,State of the World Address
'B000002MPY,Thinkin' Problem
'B000002MNH,Red House Painters
'B000002MPH,Groove Collective
'B000002MQ0,Destiny's Gate
'B000002MP6,Brutal Youth by Elvis Costello (1994) - Import
'B000002MRZ,Wishing From the Top
'B000002MTC,Without A Sound
'B000002MPB,Give Out But Don't Give Up
'B000002MII,Waiting for You
'B000002MJ1,You Hold the Key
'B000002MSS,Don Quixote
'B000002MT1,Autogeddon
'B000002MTN,The Best of Candi Staton Featuring Young Hearts Run Free
'B000002MT4,Maybe You Should Drive
'B000002MTI,King for a Day Fool for a Lifetime
'B000002MYC,Clouds Taste Metallic
'B000002MUG,Ruby Vroom
'B000002N00,Raise the Pressure
'B000002MVO,University
'B000002N0V,Trailer
'B000002MVR,Simmer Reduce Garnish &amp; Serve: The Warner Brothers Recordings
'B000002N1I,Back to the World
'B000002N1B,Whatever It Takes
'B000002N1Z,Little Texas: Greatest Hits
'B000002N0X,Music By Ry Cooder
'B000002N3F,Return of the Rentals
'B000002N38,Hi Fi Way
'B000002N25,Golden Heart
'B000002N2T,The Best of George Benson
'B000002N0B,Disco Volante
'B000002N2B,Peace Beyond Passion
'B000002N1D,Abandoned Garden
'B000002N5U,4 Aces
'B000002MST,Cold on the Shoulder
'B000002N7M,Compilation: Greatest Hits 2 &amp; More
'B000002N8X,Medianoche
'B000002N5X,All This Useless Beauty
'B000002NAV,Train a Comin
'B000002NAA,Best of Van Halen Vol. 1
'B000002N67,Mata Leao
'B000002NC4,Perfect From Now on
'B000002N56,Irresistible Bliss
'B000002N51,Colossal Head
'B000002NDY,Sand &amp; Water
'B000002NDA,Cicadas
'B000002NCT,Mirador
'B000002NAO,New World Order
'B000002N21,Woman's Gotta Have It
'B000002NDE,Little Texas
'B000002NC2,Rod Stewart: If We Fall in Love Tonight
'B000002NGP,Best Of George Benson: The Instrumentals
'B000002NF8,When I Was Born for the 7th Time
'B000002NBY,Graceland
'B000002NIL,Extreme Honey: The Best Of The Warner Bros. Years
'B000002NB4,Candyfloss And Medicine
'B000002NET,Vanishing Point
'B000002NIW,Around the Fur
'B000002NGD,Polydistortion
'B000002NVI,Bizarro
'B000002NG7,Album of the Year
'B000002NJS,Ray of Light
'B000002NZO,Trespass
'B000002O06,Second Helping
'B000002NYW,A1a
'B000002O2M,Floridays
'B000002NWU,Live From Deep in the Heart of Texas
'B000002O1Y,A Decade of Steely Dan
'B000002NX9,Viva Terlingua
'B000002NZ9,Rainbow
'B000002O4I,The Best Of 3 Dog Night
'B000002NXD,Cher - Greatest Hits [MCA]
'B000002O2B,Songs You Know by Heart : Jimmy Buffett's Greatest Hit(s)
'B000002O2D,Seven Days in Sammystown
'B000002O4C,You Had to Be There
'B000002O5T,High Tension Wires
'B000002O6N,Speak
'B000002O9D,Etta James Rocks the House
'B000002O49,Exit 0
'B000002O9F,The In Crowd
'B000002O6A,Off to See the Lizard
'B000002O2L,Guitar Town
'B000002O8D,Southern By the Grace of God
'B000002OC1,The Complete Plantation Recordings
'B000002OD0,Feeding Frenzy - Live
'B000002O8V,At the Pershing: But Not for Me
'B000002OG0,Honky Tonk Masquerade
'B000002OIG,Truckin With
'B000002O6V,Poison
'B000002OIQ,Ask Rufus
'B000002OHC,WBBD-Bootcity! The Remix Album
'B000002OGY,Late Night Grande Hotel
'B000002OF7,The Future
'B000002OJ5,Jump Up
'B000002OI6,Endless Boogie
'B000002OIC,Bobby
'B000002OJ9,Glory Road: 1968-1972
'B000002OJZ,The Best of John Lee Hooker 1965 - 1974
'B000002OK8,From Hell to Paradise
'B000002OKX,Strange Weather
'B000002OIH,Best O' Boingo
'B000002OMN,Bat out of Hell II: Back into Hell
'B000002OG8,Argus
'B000002ONC,Masterjam
'B000002OMJ,Elton John - Greatest Hits 1976-1986
'B000002ON0,Essential Steve Earle
'B000002OMP,Fully Completely
'B000002OJ4,Leather Jackets
'B000002OME,What's the 411
'B000002OPR,Oh Sheila: Greatest Hits
'B000002OOJ,Partners In Crime
'B000002OLW,Rufus
'B000002OQH,What's the 411 Remix Album
'B000002OQ3,Diary of a Mad Band
'B000002OS2,On and On: The Hits of Stephen Bishop
'B000002OQ6,Duets
'B000002OS8,Fruitcakes
'B000002OMU,Blues Summit
'B000002OR0,What a Crying Shame
'B000002OQU,His 12 Greatest Hits
'B000002OVJ,Live at Leeds
'B000002OWQ,Show the After Party the Hotel
'B000002OU3,Candy Rain
'B000002OWN,Music for All Occasions
'B000002OYB,Welcome To The Neighborhood
'B000002OZS,Sublime
'B000002P22,40 Oz to Freedom
'B000002ONY,The Truth
'B000002P1B,Banana Wind
'B000002P3W,The Finest
'B000002P5W,Axis: Bold As Love
'B000002P5R,First Rays of the New Rising Sun
'B000002P2E,Home Again
'B000002P5Y,Are You Experienced
'B000002OWD,Barometer Soup
'B000002P8G,Will The Circle Be Unbroken 2
'B000002PAW,Steppenwolf
'B000002PAF,Little Spice
'B000002PBH,Living &amp; Dying in 3/4 Time
'B000002P4T,King Tears
'B000002PBC,Stones
'B000002PBF,21 At 33
'B000002P8I,Chess Box
'B000002PBY,Coconut Telegraph
'B000002P64,Share My World
'B000002PCV,Somewhere Over China
'B000002PCN,Allnighter
'B000002PBW,White Sport Coat &amp; Pink Crustacean
'B000002PBO,Tap Root Manuscript
'B000002PD8,Royal Scam
'B000002PBN,Changes in Latitudes Changes in Attitudes
'B000002PB1,New Edition
'B000002PB7,Completely Well
'B000002PCM,Last Mango in Paris
'B000002PDS,Down And Out Blues
'B000002PDT,Lone Star State of Mind
'B000002PD3,Lost in the Ozone
'B000002PEJ,Indian Summer
'B000002PBX,Son of a Son of a Sailor
'B000002PBZ,Havana Daydreamin
'B000002PER,Rags to Rufus
'B000002PBD,Sweet Caroline
'B000002PCQ,Ready for the World
'B000002PEP,Never Get Out of These Blues Alive
'B000002PFC,The Complete Thom Bell Sessions
'B000002PBS,Come on Over
'B000002PHC,Little Love Affairs
'B000002PH1,Heaven on Earth
'B000002PHQ,Guy
'B000002PHV,Don't Be Cruel
'B000002PD7,Can't Buy a Thrill
'B000002PG6,React
'B000002PH8,Hot Water
'B000002PFV,Ain't Ever Satisfied: The Steve Earle Collection
'B000002PHA,Pebbles
'B000002Q7Y,Power
'B000002Q88,In the Spirit of Things
'B000002PC1,Riddles in the Sand
'B000002Q7A,At Your Birthday Party
'B000002QI0,Oh What a Night
'B000002QMB,Astra
'B000002QEY,Just a Closer Walk With Thee
'B000002Q40,The Chess Box :Muddy Waters
'B000002QTM,All I Ever Need Is You
'B000002QTD,Incense and Peppermints [1990 compilation]
'B000002QG8,Float on
'B000002QW2,Velvet Gloves and Spit
'B000002QWT,Hangin Tough
'B000002R0R,Missing Piece
'B000002R0S,Giant for a Day
'B000002R0P,Interview
'B000002R0W,All Four One
'B000002R0O,Playing the Fool: Official Live Gentle Giant
'B000002R27,We're Best of Friends
'B000002QRW,Chicano Chant
'B000002R4S,Seven
'B000002R26,Thankful
'B000002R4O,To the Bone
'B000002R6C,Children of Forever
'B000002R4E,It's Like You Never Left
'B000002R4Q,Fourth
'B000002R78,Straphangin
'B000002R8M,Attic Thoughts
'B000002R9D,Stories We Could Tell
'B000002R9A,The Phoenix Concerts: Live
'B000002RFW,Come Out Come Out
'B000002R9X,Free Hand
'B000002RFT,Betti-Cola
'B000002RG3,The Virginian
'B000002SW3,Little Games
'B000002SY3,Travelin at the Speed of Thought
'B000002T0V,Sheena Easton - Greatest Hits
'B000002TGF,Helen Reddy - All-Time Greatest Hits
'B000002TI3,Cannonball Adderley - Greatest Hits [Capitol]
'B000002TIO,Motels
'B000002TNB,WHEN YOU HEAR LOU YOU'VE HEARD IT ALL
'B000002TN1,Runaround Sue
'B000002TIL,Katrina &amp; The Waves
'B000002TN7,In Search of Manny
'B000002TNC,Teddy Pendergrass
'B000002TNO,Pendululm Vibe
'B000002TO4,Disco 2
'B000002TQ6,Communication
'B000002TR9,Smiley Smile
'B000002TP7,Ill Communication
'B000002TSJ,Toast to the Ladies
'B000002TQS,Thank You
'B000002TRM,Out in L.A.
'B000002TSU,Wonderful
'B000002TWN,Brown Sugar
'B000002TRY,What the World Needs Now
'B000002TYE,Alternative Boogie: Early Studio Recordings 48-52
'B000002TYH,I Do Not Play No Rock 'N' Roll
'B000002TYO,Leon Russell And The Shelter People
'B000002U3B,Blurring the Edges
'B000002U84,Rio
'B000002U8M,Wings Greatest
'B000002U5W,Open Up Your Love
'B000002U4U,The Pet Sounds Sessions
'B000002UBL,Dreamboat Annie
'B000002UCL,Band on the Run
'B000002UBU,American Pie
'B000002UE9,Open Up &amp; Say... Ahhh!
'B000002UHT,Woman Across the River
'B000002UFV,Ten Easy Pieces
'B000002UP9,I'm in Love Again
'B000002ULS,If You're Feeling Sinister
'B000002ULK,Wide Receiver
'B000002UPA,Tp
'B000002UPC,Teddy
'B000002UQX,Painted Desert Serenade
'B000002UQN,The Best of Minnie Riperton
'B000002UST,Some Old Bullshit
'B000002UUM,Flowers in the Dirt
'B000002UUR,Tanya Tucker - Greatest Hits (Capitol)
'B000002UUF,Best of Don McLean
'B000002UP8,All Things in Time
'B000002UVV,Pump Up the Jam The Album
'B000002UTZ,Voice of the Xtabay
'B000002UVW,Pump Up the Jam
'B000002UXE,Aces
'B000002UBW,The Best of Michael Martin Murphey
'B000002UXM,Luck of the Draw
'B000002V0K,Sarah Sings Soulfully
'B000002V4N,The Platters - Greatest Hits [Onyx]
'B000002V5N,Twist &amp; Shout
'B000002UZR,Moonlight in Vermont
'B000002VCZ,Vulture Culture
'B000002VD5,Eye in the Sky
'B000002VEN,Coming Around Again
'B000002VFA,What You Don't Know
'B000002VFE,World Power
'B000002VF5,Greatest Hits Live
'B000002V1I,Check Your Head
'B000002VH6,I'm Your Baby Tonight
'B000002VKW,Eurythmics Live 1983- 1989
'B000002VL5,Expose
'B000002VGE,My Romance
'B000002VCN,Into the Gap
'B000002VN7,Fumbling Towards Ecstasy
'B000002VMH,Diva
'B000002VM7,Madman's Return
'B000002VFW,Affection
'B000002VLB,Solace
'B000002VR9,Strangest Places
'B000002VT3,Reverence
'B000002VHQ,Have You Seen Me Lately
'B000002VMJ,Soul Dancing
'B000002VS3,The Legacy of
'B000002VOS,Expose - Greatest Hits
'B000002VS5,Squeezing Out Sparks &amp; Live Sparks
'B000002VP3,The Freedom Sessions [EP] [ENHANCED CD]
'B000002VT6,Surfacing
'B000002VUG,Pure Phase
'B000002VSH,Even Now
'B000002VOY,Another Night
'B000002VTP,Film Noir
'B000002VTL,La La Means I Love You: The Definitive Collection
'B000002W7W,Farewell Andromeda
'B000002VTV,Rose Is Still a Rose
'B000002W6Q,Nilsson Schmilsson
'B000002W8I,Be Yourself Tonight
'B000002W0Z,John Denver's Greatest Hits
'B000002W6E,Mountain Music
'B000002W7R,Poems Prayers &amp; Promises
'B000002W72,It's About Time
'B000002W21,Dr. Buzzard's Original Savannah Band
'B000002W8L,Dreamland Express
'B000002W7S,Rocky Mountain High
'B000002W79,Greatest Hits: Rock 'n Soul Part 1
'B000002WCO,First of a Million Kisses
'B000002W7V,Back Home Again
'B000002W7N,Live at the Harlem Square Club 1963
'B000002W6H,Seasons of the Heart
'B000002WCG,Waylon Jennings - Greatest Hits [RCA]
'B000002WEC,Today
'B000002WCL,The Trinity Session
'B000002WF0,Picks on the Beatles
'B000002WEA,Evening With John Denver
'B000002WF8,Calypso
'B000002WB8,Alabama - Greatest Hits
'B000002W5F,A Little Touch of Schmilsson in the Night
'B000002WGJ,Alabama Greatest Hits II
'B000002WD4,Harry Nilsson - All-Time Greatest Hits
'B000002WDL,The Pointer Sisters - Greatest Hits
'B000002WA5,Scenes From the Southside
'B000002WNI,Puente Goes Jazz
'B000002WN7,Harbor Lights
'B000002WM9,Light My Fire
'B000002WQ9,Alabama - Greatest Hits III
'B000002WPP,Personal Best: The Harry Nilsson Anthology
'B000002WR5,Infamous
'B000002WPI,Enter the Wu-Tang: 36 Chambers
'B000002WT1,Cool &amp; Steady &amp; Easy
'B000002WRX,The Complete RCA Victor Recordings
'B000002WVU,Funkmaster Flex Presents The Mix Tape Volume 1: 60 Minutes Of Funk
'B000002WPK,Pale Sun Crescent Moon
'B000002WVG,I Will Survive
'B000002X0Z,Hell on Earth
'B000002WYW,Wu-Tang Forever
'B000002X1I,Diana Ross: Greatest Hits- The RCA Years
'B000002X40,Extra Virgin
'B000002WWL,Land of the Living
'B000002WYY,Best of The Friends Of Distinction
'B000002X27,Country Roads Collection
'B000002XOF,Jackie Blue
'B000002Y2X,Fabulous Johnny Cash
'B000002XYS,Bassett Hound
'B000002YU1,Temperature's Rising
'B000002Z8S,The Best of Toni Basil: Mickey and Other Love Songs
'B000002ZAB,I Eat Cannibal &amp; Other Tasty Trax
'B000002ZD5,True Confessions
'B000002ZCC,Mortal City
'B0000030D1,3 Phasis
'B0000030HT,Alarms &amp; Excursions
'B0000030IU,Just Before the Dawn
'B00000311K,T.O.N.Y.
'B000003114,War Report
'B0000031OI,Afric Pepperbird
'B0000031YF,The Fall of Us All
'B0000031U0,Exploded View
'B0000031S5,Kultrum
'B0000031V5,Danca Dos Escravos
'B0000032EZ,In Person at the Whisky a Go Go
'B0000032HM,Best of Mark-Almond
'B0000032GH,Crimson &amp; Clover &amp; Cellophane Symphony
'B0000032LK,New Orleans Heat
'B0000032UK,Dusty in Memphis
'B0000032UW,World Is a Ghetto
'B0000032UL,Brand New Me
'B0000032Y0,Sparkle
'B0000032V8,Why Can't We Be Friends?
'B0000032XY,The Very Best of Otis Redding
'B00000330K,Our Mother the Mountain
'B0000032ZU,The Very Best of Spinners
'B0000032Z6,Black Man's Burdon
'B0000032XU,East Bay Grease
'B0000032V6,Eric Burdon Declares War
'B00000333H,Ornette on Tenor
'B00000331O,Aretha Arrives
'B0000032ZS,The Very Best of Wilson Pickett
'B0000032XT,Eric Carmen
'B00000331H,Cut the Cake
'B00000335K,Spirit in the Dark
'B00000331R,Exciting Wilson Pickett
'B00000335M,Young Gifted and Black
'B00000335B,The Electrifying Eddie Harris / Plug Me In
'B00000335L,Aretha Live at Fillmore West
'B00000337G,Mighty Love
'B000003381,The Very Best of Aretha Franklin: Vol.2 (The 70's)
'B00000337Z,The Very Best of Aretha Franklin: The 60's
'B00000335I,Soul 69
'B0000033E5,Head (1968 Film)
'B0000033G1,Let Me In Your Life
'B0000033FZ,Aretha in Paris
'B0000033G0,Hey Now Hey (The Other Side Of The Sky)
'B0000033GN,Funkify Your Life: Anthology
'B00000335J,This Girl's in Love With You
'B0000033J8,Outlaw
'B0000033K4,The Best Of SugarHill Gang: Rapper's Delight
'B0000033OW,Pickett in Philadelphia
'B0000033OI,Atlantic Collection The
'B000003439,Dance With Me: The Best of Orleans
'B000003470,Bread
'B00000347A,Thank You for Being a Friend: Best of
'B0000034C8,Jazzhole
'B0000035EZ,Frigid Stars
'B0000035FA,The White Birch
'B0000035FU,Pigeon Is the Most Popular Bird
'B0000035FQ,Copacetic
'B0000035EF,Up in It
'B0000035DC,No Protection
'B0000035G2,Manos
'B0000035GE,Simpatico
'B0000035FY,Four
'B0000035HB,Sunny Day Real Estate
'B0000035GA,La Mano Cornuda
'B0000035F3,Congregation
'B0000035HU,Strand
'B0000035DJ,Durch Die Wuste
'B0000035F5,Whiskey for the Holy Ghost
'B0000035EH,Winding Sheet
'B0000035GW,Look What the Rookie Did
'B0000035IF,Goin Through Changes
'B0000035FO,Bubble &amp; Scrape
'B0000035GN,Bakesale
'B0000035HN,Ain't My Lookout
'B0000035G4,Love Tara
'B0000035HP,Gilded Stars &amp; Zealous Hearts
'B0000035FE,Smash Your Head on the Punk Rock
'B0000035I7,Parts 1-3
'B0000035Y9,Rumba Para Monk
'B0000035Z5,Ya Yo Me Cure
'B0000035HX,So Wound
'B00000369B,If My Friends Could See Me Now
'B0000036U8,Wammo
'B0000036VX,Genius + Love = Yo La Tengo
'B0000036VN,The Official Ironmen Rally Song [Maxi Single]
'B0000036ST,Middle Class Revolt
'B0000036WP,Dial M for Motherfucker
'B0000036UW,Under the Bushes Under the Stars
'B0000036WN,Right Now
'B0000036TL,Alien Lanes
'B0000036RP,Exile in Guyville
'B0000036W6,Ride the Fader
'B0000036VP,Sunfish Holy Breakfast
'B0000036S9,Pirate Prude
'B0000036XD,Mag Earwhig!
'B0000036TR,Tribute to a Bus
'B0000036XS,Gently Down The Stream
'B0000036VZ,Magic City
'B0000036WR,A Ass Pocket of Whiskey
'B00000373D,The Future of What
'B00000373P,Repetition
'B00000372B,Fake Train
'B00000372R,New Plastic Ideas
'B0000037N5,Horses in the Mines
'B0000037O5,Pussy King of Pirates
'B0000037OB,Edge of the World
'B0000037OA,Anatomy of Sharks
'B0000037NG,Wrung
'B0000037OO,Save Everything
'B0000037O7,The Sea and the Bells
'B0000037PP,Glands O
'B0000037OG,Kepone
'B0000037N0,Mule
'B0000037NM,Ugly Dance
'B0000037ND,Rusty
'B0000037NY,Engine Takes to the Water
'B0000037Q6,Fantasy
'B0000037OF,Tropics &amp; Meridians
'B0000037OR,Four Great Points
'B0000038TQ,Dead 4 Life
'B0000039QI,Money Power &amp; Respect
'B0000039QP,Life After Death [Edited Version]
'B000003A1Z,3 'N the Morning: Part Two
'B0000039Q3,Ready to Die [Vinyl]
'B000003A6C,Message Is Love
'B000003AB1,Soul on Ice
'B000003AB5,Nocturnal
'B000003ADA,Bow Down
'B000003AGE,Based on a True Story
'B000003AHL,Unlady Like
'B000003AG8,Ghetto D
'B000003AD7,Scissorhands
'B000003AGB,Tru 2 Da Game
'B0000039QD,No Way Out
'B000003AEH,Thug Life: Volume 1
'B000003AHB,Big Thangs
'B000003B5B,Ice Cream Man
'B000003B5X,Good Girl Gone Bad
'B000003B5R,Steel On A Mission
'B000003B69,Gamers
'B000003B3T,Mack 10
'B000003B61,Iceland
'B000003B3W,PLANET OF DA APES
'B000003B6J,Straight Outta Compton
'B000003B54,Sailin Da South
'B000003B6U,N.W.A. And The Posse
'B000003AEK,Me Against the World
'B000003B7Z,Ain't a Damn Thing Changed
'B000003B7W,Death Certificate
'B000003B37,Bootlegs &amp; B-Sides
'B000003BD7,A Christmas Gift for You from Phil Spector
'B000003B6G,Eazy-Duz It
'B000003BFO,Oh My Gawd Flaming Lips
'B000003B8F,Predator
'B000003BCX,Night Beat
'B000003BGD,Telepathic Surgery
'B000003BGM,154
'B000003BGI,In a Priest Driven Ambulance
'B000003BFM,Hear It Is
'B000003C3D,Shock of the Hour
'B000003C3Q,Creepin on Ah Come Up
'B000003C3V,E 1999 Eternal
'B000003BZ2,What's on My Mind
'B000003C3Z,The Villain in Black
'B000003CM1,Bad Luck City
'B000003C58,Radio Free Albemuth
'B000003CLS,311
'B000003E3W,Holy Land Spirit
'B000003G5O,Santiago
'B000003G3L,Body &amp; Soul
'B000003GC5,No Punches Pulled
'B000003GCK,Nothing Feels Good
'B000003GCI,Portable Model of
'B000003GC9,No More Dreams of Happy Endings
'B000003GCE,Misericordia
'B000003GCJ,Jersey's Best Dancers
'B000003GCG,Horse Latitudes
'B000003GCH,Sweetbelly Freakdown
'B000003GCL,Analphabetapolothology
'B000003GCD,Familiar Forgotten
'B000003GF1,Tico Tico
'B000003GFG,Havana Cafe
'B000003GQU,Like a Stranger
'B000003GW1,Evildoers Beware
'B000003GXE,Foolish Little Girl
'B000003GVT,Believer
'B000003GWC,All Fall Down
'B000003GQJ,Cynthia
'B000003GZA,Moth Confesses
'B000003GUX,Notion
'B000003HKV,Keep on Movin
'B000003HL5,Sledgehammer Soul &amp; Down Home Blues
'B000003HLW,Hardtime Killing Floor Blues
'B000003HK9,Built for Comfort
'B000003HL3,Blues Union
'B000003HKD,Give It Up to Love
'B000003JBM,Jazzmatazz Vol. 1
'B000003JCL,Hard to Earn
'B000003JD3,Remixed Remade Remodeled
'B000003JD7,Jazzmatazz 2
'B000003JDG,Off Parole
'B000003JCV,Don't Fight the Feelin
'B000003JCJ,Jazz in the Present Tense
'B000003JB3,Stick It to Ya
'B000003JCY,Platinum Collection
'B000003KX2,Genius of Komeda
'B000003KWW,Oh Brother Where Art Thou?
'B000003L1I,Every Night for You
'B000003L20,Salt Sinks &amp; Sugar Floats
'B000003L22,R&amp;B Transmogrification
'B000003L0X,Building Distrust From Trust
'B000003L11,Juned
'B000003KWZ,Papas Fritas
'B000003L0R,Greg Oblivian &amp; Tip Tops
'B000003L7B,Body Parts
'B000003L13,Where Am I
'B000003L1B,Fly Me to the Moon
'B000003L0Y,There's Nothing Wrong With Love
'B000003L0B,Painted on
'B000003L4M,Sinista Funk
'B000003L75,King of Da Playaz Ball
'B000003MU3,Casino
'B000003MNA,Jazzmasters 2
'B000003MU4,Lost Together
'B000003MVT,Five Days in July
'B000003N3R,Body &amp; Soul Revisited
'B000003MU1,Outskirts
'B000003MT6,Crazy Bird
'B000003N5P,Plumb
'B000003N6A,Chapter 3
'B000003N5U,Tiger Walk
'B000003N63,Let It Go
'B000003N4Y,Chris Knight
'B000003N7W,Stellar Regions
'B000003N8F,We the People
'B000003N85,Swing Low Sweet Cadillac
'B000003N94,Live at Village Vanguard Again
'B000003N8P,Meditations
'B000003N8R,John Coltrane: Crescent
'B000003NA6,Latino America
'B000003N8Q,Crescent [Vinyl]
'B000003OJN,She-Wolf
'B000003OJG,Sound Machine Groove
'B000003ORI,Levee Camp Blues
'B000003OUB,Spirits of Havana
'B000003OR6,Standing at the Crossroads
'B000003OR3,My Home Is in the Delta
'B000003OUG,Night in Englewood
'B000003OUS,Vienna Concert
'B000003OXR,Conguero
'B000003OXQ,Mambo Diablo
'B000003OXZ,Salsa Meets Jazz
'B000003OZ4,Conga Blue
'B000003OZA,Oye Como Va: Dance Collection
'B000003P8T,Dallamericaruso
'B000003POF,Hits of the 50's
'B000003PX5,Asylum Years
'B000003OXU,Papa Gato
'B000003OX7,La Onda Va Bien
'B000003PH0,Jump to It
'B000003OY8,Chile Con Soul
'B000003QGS,Funky Kingston
'B000003R8V,Number One
'B000003R3A,Pimp Lyrics &amp; Dollar Signs
'B000003RRF,Sybil - Greatest Hits
'B000003RN0,One Foot in the Grave
'B000003RSF,Trailer Park
'B000003ROT,The Fruit That Ate Itself
'B000003RZ5,Modus Operandi
'B000003RYP,Block Rockin' Beats [Vinyl]
'B000003RNY,Backwash
'B000003S7Y,Bricolage
'B000003S72,Equations
'B000003SYN,Volksworld
'B000003T8Y,Stupid People Shouldn't Breed
'B000003TBN,Dirt Track Date
'B000003TBY,Whatever
'B000003TAW,Weezer (Blue Album)
'B000003TA0,Reading Writing &amp; Arithmetic
'B000003TBW,I'm With Stupid
'B000003TQM,Shapeshifter
'B000003Z3W,Music for the Jilted Generation
'B000003Z5V,Satyricon
'B000003Z2P,Promise Ring - Songs of New Eireland
'B000003ZFA,Fall Sounds
'B000003ZEE,Starflyer 59 (Gold)
'B000003ZGY,Whole
'B000003ZGT,Eight Hours Away From Being a Man
'B000003ZCW,Starflyer 59 (Silver)
'B000003ZGJ,Songs From the Rainwater E.P.
'B000003ZGX,Of Color Bright
'B000003ZFV,North to the Future
'B000003ZV5,Tech Life
'B000003ZEL,Upstairs Overlooking
'B000003ZPQ,Closed Casket
'B00000402G,Mindset
'B00000400P,For Olim
'B0000040P8,Everything's Mad
'B0000042ME,Into Another Light
'B0000046JJ,New Arrival
'B0000046K3,Mo Roots
'B0000046KU,Inside Life
'B0000046OI,Life on Planet Groove
'B0000046MX,Tribes Vibes &amp; Scribes
'B0000046NG,Study in Brown
'B0000046MU,Personalidade
'B0000046RA,El Sonido Nuevo: The New Soul Sound
'B0000046R8,Solitude: The Billie Holiday Story Vol. 2
'B0000046QZ,Beach Samba
'B0000046R7,Gillespania &amp; Carnegie Hall Concert
'B0000046QY,Getz/Gilberto #2
'B0000046KL,Pocket City
'B0000046PN,United Future Organization
'B0000046TI,Uno Dos Tres &amp; Spanish Grease
'B0000046TV,Verve Jazz Masters 25
'B0000046TJ,Soul Sauce
'B0000046V9,Stan Getz With Laurindo Almeida
'B0000046V8,Jlw
'B0000046UI,Positivity
'B0000046Y1,No Sound Is Too Taboo
'B0000046SM,Look to the Rainbow
'B0000046WB,Jazz Samba Encore
'B0000046XC,Organ Grinder Swing
'B0000046X9,Now's the Time
'B0000046ZU,Walk on the Wild Side: Best of Verve Years
'B0000046Z1,Jungle Swing
'B0000046YR,Double Rainbow: Music of Antonio Carlos Jobim
'B00000473J,Live at the Montreux Jazz Festival
'B00000473E,Talkin Verve: Roots of Acid Jazz
'B00000470Y,Smokin' at the Half Note
'B00000478H,Boss Tenors
'B000004766,Diz &amp; Getz
'B00000477A,Verve Jazz Masters 59
'B0000047A9,Gerry Mulligan Meets Ben Webster
'B0000047CT,Guitar Forms
'B0000047CZ,Sonny Side Up
'B0000047D2,Movin Wes
'B0000047DK,Got My Mojo Workin / Hoochie Cooche Man
'B00000477Z,Gal Tropical
'B0000047CX,Getz / Gilberto
'B0000047CY,Focus
'B0000047D1,Antonio Carlos Jobim The Composer of &quot;Desafindo&quot; Plays
'B0000047D3,Bird and Diz
'B0000047EW,1+1
'B0000047EY,Readings By Jack Kerouac on the Beat Generation
'B0000047H7,Rockin Robin
'B0000047I1,War
'B0000047IB,I Was Made to Love Her
'B0000047OL,The Gap Band - Greatest Hits
'B0000047HN,Let It Whip
'B0000047RY,Secret Omen
'B0000047RX,Ladies Night
'B000004885,Person-ified
'B000004AVU,Law of Things
'B000004AVH,Kindness of the World
'B000004AVS,Daddy's Highway
'B000004AWG,St Valentine's Garage
'B000004AXS,Proving Winter Cruel
'B000004AVB,Silverbeet
'B000004AZM,Caribbean Jazz Project
'B000004B34,Flemish Altruism Constituent Parts 1993-1996
'B000004AU7,Violent Religion
'B000004AXH,Couchmaster
'B000004B2N,Nassau
'B000004B2R,Trans Am
'B000004B2P,Old Paint
'B000004AX1,Silver
'B000004B2V,Biz
'B000004B9X,Listening Cap
'B000004B5H,Double Trouble
'B000004B9T,It'll End in Tears
'B000004BI2,Blues on Highway 49
'B000004BJ2,Southside Blues Jam
'B000004BF9,Birth Sign
'B000004BVJ,Strange News From the Angels
'B000004BVH,Unknown Country
'B0000057OA,I Don't Want to Go to Bed
'B0000057OB,Slush
'B0000057OK,Shleep
'B0000057RN,Walela
'B0000057O4,China Gate
'B00000581H,White House
'B00000581T,Lamprey
'B00000581V,Electr-O-Pura
'B00000581P,Palomine
'B00000585Y,Jelly Tones
'B0000058MM,Like I Said
'B0000058MW,Joyful Girl
'B0000058MS,Dilate
'B0000058MQ,Not a Pretty Girl
'B0000058ME,Ani Difranco
'B0000058Q5,Goodnight Irene
'B0000058MY,Little Plastic Castle
'B0000058PT,Open Your Mind
'B0000058MX,Living in Clip
'B0000059S0,The Return of the Aquabats!
'B0000059UK,Imaginary Man
'B0000059QW,Harsh Game for the People
'B0000059UJ,Whole Affair
'B000005AGG,Day of Execution
'B000005AM7,Dr Octagonecologyst
'B000005AXT,Final Tic
'B000005AY8,For Life
'B000005B41,Bonsai Superstar
'B000005ATV,30
'B000005B04,Long Time No See
'B000005B3R,Smack Bunny Baby
'B000005BBJ,Brick
'B000005AY3,Legal Drug Money
'B000005BJS,Magnapop
'B000005BNY,Assorted Jelly Beans
'B000005BOK,Shelter
'B000005C68,Dark To Themselves
'B000005C6B,Air Above Mountains
'B000005CEU,6 Feet Deep
'B000005CEE,Word Gets Around
'B000005CKR,Race
'B000005CKN,Rainer Maria
'B000005CKS,Past Worn Searching
'B000005CF3,Jesus Wept
'B000005D83,Indian Ocean
'B000005DQR,Endtroducing
'B000005DQQ,Endtroducing.....
'B000005DQU,Preemptive Strike
'B000005ENT,The Fury Of The Aquabats
'B000005ENP,Instinct for Detection
'B000005FLT,Straight From The Basement
